pin,r,g,b,total
6154,255,51,0,306
6155,255,63,0,318
6156,255,1,0,256
6157,255,47,0,302
6158,255,4,0,259
6159,250,0,0,250
6160,255,42,0,297
6161,255,106,0,361
6162,255,30,0,285
6163,255,38,0,293
6164,255,61,0,316
6165,255,52,0,307
6166,255,34,0,289
6167,215,0,0,215
6168,255,3,0,258
6169,255,14,0,269
6170,255,18,0,273
6171,255,6,0,261
6172,237,0,0,237
6173,231,0,0,231
6174,255,1,0,256
6175,255,2,0,257
6176,253,0,0,253
6177,255,12,0,267
6178,244,0,0,244
6179,255,40,0,295
6180,235,0,0,235
6181,255,9,0,264
6182,218,0,0,218
6183,231,0,0,231
6184,255,8,0,263
6185,255,19,0,274
6186,255,20,0,275
6187,255,21,0,276
6188,255,9,0,264
6189,255,21,0,276
6190,255,13,0,268
6191,255,37,0,292
6192,230,0,0,230
6193,210,0,0,210
6194,217,0,0,217
6195,251,0,0,251
6196,242,0,0,242
6197,224,0,0,224
6198,255,8,0,263
6199,255,16,0,271
6200,255,81,0,336
6201,255,12,0,267
6202,247,0,0,247
6203,234,0,0,234
6204,255,2,0,257
6205,255,0,0,255
6206,255,54,0,309
6207,235,0,0,235
6208,248,0,0,248
6209,235,0,0,235
6210,255,57,0,312
6211,255,57,0,312
6212,255,21,0,276
6213,255,21,0,276
6214,255,33,0,288
6215,255,12,0,267
6216,255,0,0,255
6217,255,3,0,258
6218,242,0,0,242
6219,255,12,0,267
6220,255,32,0,287
6221,255,19,0,274
6222,255,28,0,283
6223,255,39,0,294
6224,255,39,0,294
6225,255,82,0,337
6226,255,40,0,295
6227,255,28,0,283
6228,255,19,0,274
6229,206,0,0,206
6230,255,14,0,269
6231,255,43,0,298
6232,255,28,0,283
6233,255,11,0,266
6234,255,37,0,292
6235,255,29,0,284
6236,255,12,0,267
6237,215,0,0,215
6238,239,0,0,239
6239,234,0,0,234
6240,242,0,0,242
6241,255,5,0,260
6242,255,19,0,274
6243,255,6,0,261
6244,255,24,0,279
6245,255,48,0,303
6246,255,21,0,276
6247,223,0,0,223
6248,255,38,0,293
6249,255,53,0,308
6250,255,35,0,290
6251,255,56,0,311
6252,237,0,0,237
6253,246,0,0,246
6254,255,52,0,307
6255,255,31,0,286
6256,255,33,0,288
6257,255,9,0,264
6258,255,46,0,301
6259,254,0,0,254
6260,255,0,0,255
6261,255,36,0,291
6262,255,133,0,388
6263,255,10,0,265
6264,255,43,0,298
6265,255,28,0,283
6266,255,53,0,308
6267,252,0,0,252
6268,255,5,0,260
6269,255,21,0,276
6270,255,19,0,274
6271,234,0,0,234
6272,255,36,0,291
6273,255,4,0,259
6274,255,8,0,263
6275,255,60,0,315
6276,255,36,0,291
6277,255,36,0,291
6278,237,0,0,237
6279,255,42,0,297
6280,255,56,0,311
6281,252,0,0,252
6282,255,9,0,264
6283,255,30,0,285
6284,255,20,0,275
6285,255,27,0,282
6286,232,0,0,232
6287,255,12,0,267
6288,255,77,0,332
6289,255,43,0,298
6290,255,35,0,290
6291,244,0,0,244
6292,255,14,0,269
6293,255,12,0,267
6294,255,9,0,264
6295,255,14,0,269
6296,224,0,0,224
6297,185,0,0,185
6298,230,0,0,230
6299,248,0,0,248
6300,255,50,0,305
6301,250,0,0,250
6302,255,2,0,257
6303,204,0,0,204
6304,230,0,0,230
6305,255,4,0,259
6306,218,0,0,218
6307,218,0,0,218
6308,240,0,0,240
6309,235,0,0,235
6310,255,53,0,308
6311,255,24,0,279
6312,255,31,0,286
6313,255,22,0,277
6314,255,2,0,257
6315,255,12,0,267
6316,255,63,0,318
6317,255,10,0,265
6318,255,26,0,281
6319,255,12,0,267
6320,239,0,0,239
6321,255,101,0,356
6322,254,0,0,254
6323,255,16,0,271
6324,255,16,0,271
6325,255,59,0,314
6326,255,28,0,283
6327,254,0,0,254
6328,191,0,0,191
6329,255,17,0,272
6330,251,0,0,251
6331,255,19,0,274
6332,253,0,0,253
6333,255,23,0,278
6334,255,2,0,257
6335,249,0,0,249
6336,255,48,0,303
6337,255,9,0,264
6338,231,0,0,231
6339,255,11,0,266
6340,255,16,0,271
6341,255,30,0,285
6342,245,0,0,245
6343,221,0,0,221
6344,243,0,0,243
6345,255,18,0,273
6346,208,0,0,208
6347,254,0,0,254
6348,240,0,0,240
6349,248,0,0,248
6350,255,23,0,278
6351,255,24,0,279
6352,255,2,0,257
6353,255,64,0,319
6354,255,2,0,257
6355,255,37,0,292
6356,239,0,0,239
6357,255,105,0,360
6358,245,0,0,245
6359,224,0,0,224
6360,245,0,0,245
6361,255,20,0,275
6362,255,21,0,276
6363,255,127,0,382
6364,255,52,0,307
6365,255,17,0,272
6366,255,51,0,306
6367,255,36,0,291
6368,255,42,0,297
6369,255,61,0,316
6370,235,0,0,235
6371,243,0,0,243
6372,255,49,0,304
6373,250,0,0,250
6374,255,6,0,261
6375,251,0,0,251
6376,202,0,0,202
6377,255,15,0,270
6378,255,1,0,256
6379,242,0,0,242
6380,240,0,0,240
6381,255,2,0,257
6382,223,0,0,223
6383,255,3,0,258
6384,202,0,0,202
6385,228,0,0,228
6386,255,21,0,276
6387,255,12,0,267
6388,250,0,0,250
6389,255,27,0,282
6390,223,0,0,223
6391,228,0,0,228
6392,255,12,0,267
6393,243,0,0,243
6394,210,0,0,210
6395,235,0,0,235
6396,226,0,0,226
6397,255,32,0,287
6398,255,16,0,271
6399,255,54,0,309
6400,255,36,0,291
6401,255,6,0,261
6402,255,1,0,256
6403,221,0,0,221
6404,255,29,0,284
6405,255,129,0,384
6406,255,28,0,283
6407,255,50,0,305
6408,208,0,0,208
6409,251,0,0,251
6410,255,22,0,277
6411,255,65,0,320
6412,255,51,0,306
6413,255,29,0,284
6414,238,0,0,238
6415,255,21,0,276
6416,252,0,0,252
6417,239,0,0,239
6418,255,10,0,265
6419,255,18,0,273
6420,255,49,0,304
6421,255,42,0,297
6422,255,24,0,279
6423,250,0,0,250
6424,255,42,0,297
6425,255,55,0,310
6426,249,0,0,249
6427,255,16,0,271
6428,255,45,0,300
6429,238,0,0,238
6430,237,0,0,237
6431,255,36,0,291
6432,255,10,0,265
6433,255,12,0,267
6434,218,0,0,218
6435,244,0,0,244
6436,250,0,0,250
6437,243,0,0,243
6438,206,0,0,206
6439,200,0,0,200
6440,217,0,0,217
6441,255,43,0,298
6442,255,6,0,261
6443,255,4,0,259
6444,255,12,0,267
6445,255,12,0,267
6446,255,40,0,295
6447,234,0,0,234
6448,235,0,0,235
6449,255,66,0,321
6450,253,0,0,253
6451,253,0,0,253
6452,255,24,0,279
6453,255,91,0,346
6454,255,21,0,276
6455,255,57,0,312
6456,255,38,0,293
6457,255,2,0,257
6458,234,0,0,234
6459,253,0,0,253
6460,255,18,0,273
6461,255,61,0,316
6462,255,42,0,297
6463,255,39,0,294
6464,255,152,0,407
6465,255,73,0,328
6466,255,46,0,301
6467,247,0,0,247
6468,255,30,0,285
6469,255,44,0,299
6470,255,19,0,274
6471,249,0,0,249
6472,247,0,0,247
6473,245,0,0,245
6474,255,21,0,276
6475,255,1,0,256
6476,255,44,0,299
6477,255,8,0,263
6478,246,0,0,246
6479,251,0,0,251
6480,255,25,0,280
6481,255,43,0,298
6482,255,21,0,276
6483,255,8,0,263
6484,255,17,0,272
6485,255,36,0,291
6486,255,64,0,319
6487,250,0,0,250
6488,255,51,0,306
6489,255,12,0,267
6490,228,0,0,228
6491,238,0,0,238
6492,195,0,0,195
6493,255,7,0,262
6494,255,4,0,259
6495,213,0,0,213
6496,185,0,0,185
6497,255,120,0,375
6498,231,0,0,231
6499,249,0,0,249
6500,255,57,0,312
6501,239,0,0,239
6502,255,45,0,300
6503,239,0,0,239
6504,255,14,0,269
6505,242,0,0,242
6506,238,0,0,238
6507,255,11,0,266
6508,232,0,0,232
6509,255,6,0,261
6510,255,2,0,257
6511,255,52,0,307
6512,255,40,0,295
6513,255,32,0,287
6514,255,19,0,274
6515,255,9,0,264
6516,255,19,0,274
6517,255,18,0,273
6518,255,22,0,277
6519,255,46,0,301
6520,255,8,0,263
6521,255,31,0,286
6522,252,0,0,252
6523,255,32,0,287
6524,255,12,0,267
6525,255,70,0,325
6526,235,0,0,235
6527,245,0,0,245
6528,224,0,0,224
6529,227,0,0,227
6530,255,38,0,293
6531,255,15,0,270
6532,255,38,0,293
6533,255,28,0,283
6534,255,19,0,274
6535,255,46,0,301
6536,236,0,0,236
6537,255,38,0,293
6538,202,0,0,202
6539,230,0,0,230
6540,255,91,0,346
6541,255,68,0,323
6542,255,78,0,333
6543,255,112,0,367
6544,255,72,0,327
6545,255,51,0,306
6546,255,40,0,295
6547,255,38,0,293
6548,255,55,0,310
6549,255,3,0,258
6550,250,0,0,250
6551,242,0,0,242
6552,242,0,0,242
6553,255,36,0,291
6554,255,60,0,315
6555,255,14,0,269
6556,255,58,0,313
6557,255,25,0,280
6558,254,0,0,254
6559,255,59,0,314
6560,224,0,0,224
6561,249,0,0,249
6562,239,0,0,239
6563,255,10,0,265
6564,251,0,0,251
6565,255,137,0,392
6566,255,57,0,312
6567,255,32,0,287
6568,255,6,0,261
6569,255,39,0,294
6570,255,53,0,308
6571,240,0,0,240
6572,240,0,0,240
6573,208,0,0,208
6574,255,35,0,290
6575,255,31,0,286
6576,234,0,0,234
6577,255,17,0,272
6578,255,18,0,273
6579,255,11,0,266
6580,248,0,0,248
6581,250,0,0,250
6582,255,19,0,274
6583,255,9,0,264
6584,255,7,0,262
6585,246,0,0,246
6586,255,17,0,272
6587,255,8,0,263
6588,240,0,0,240
6589,255,13,0,268
6590,255,26,0,281
6591,245,0,0,245
6592,255,65,0,320
6593,255,9,0,264
6594,212,0,0,212
6595,245,0,0,245
6596,246,0,0,246
6597,252,0,0,252
6598,255,15,0,270
6599,255,9,0,264
6600,255,35,0,290
6601,255,40,0,295
6602,255,33,0,288
6603,255,1,0,256
6604,255,10,0,265
6605,255,12,0,267
6606,255,14,0,269
6607,244,0,0,244
6608,255,46,0,301
6609,255,115,0,370
6610,255,48,0,303
6611,255,58,0,313
6612,255,14,0,269
6613,255,12,0,267
6614,243,0,0,243
6615,253,0,0,253
6616,255,8,0,263
6617,254,0,0,254
6618,255,11,0,266
6619,242,0,0,242
6620,240,0,0,240
6621,255,5,0,260
6622,255,52,0,307
6623,255,35,0,290
6624,255,35,0,290
6625,255,14,0,269
6626,255,47,0,302
6627,255,4,0,259
6628,253,0,0,253
6629,193,0,0,193
6630,255,9,0,264
6631,255,6,0,261
6632,255,12,0,267
6633,255,60,0,315
6634,245,0,0,245
6635,255,0,0,255
6636,255,76,0,331
6637,227,0,0,227
6638,255,48,0,303
6639,255,26,0,281
6640,250,0,0,250
6641,252,0,0,252
6642,255,21,0,276
6643,240,0,0,240
6644,255,75,0,330
6645,255,23,0,278
6646,253,0,0,253
6647,255,30,0,285
6648,255,12,0,267
6649,255,14,0,269
6650,230,0,0,230
6651,253,0,0,253
6652,237,0,0,237
6653,255,66,0,321
6654,255,48,0,303
6655,255,73,0,328
6656,255,58,0,313
6657,255,2,0,257
6658,255,47,0,302
6659,252,0,0,252
6660,255,74,0,329
6661,255,77,0,332
6662,255,52,0,307
6663,255,53,0,308
6664,255,59,0,314
6665,255,68,0,323
6666,255,255,59,569
6667,255,96,0,351
6668,255,53,0,308
6669,255,153,0,408
6670,255,19,0,274
6671,255,46,0,301
6672,255,9,0,264
6673,255,38,0,293
6674,255,16,0,271
6675,255,41,0,296
6676,255,56,0,311
6677,255,91,0,346
6678,255,44,0,299
6679,255,36,0,291
6680,255,41,0,296
6681,255,28,0,283
6682,255,42,0,297
6683,228,0,0,228
6684,255,12,0,267
6685,255,67,0,322
6686,255,44,0,299
6687,255,53,0,308
6688,255,92,0,347
6689,255,28,0,283
6690,255,23,0,278
6691,255,1,0,256
6692,255,6,0,261
6693,255,2,0,257
6694,255,55,0,310
6695,217,0,0,217
6696,255,37,0,292
6697,255,58,0,313
6698,255,21,0,276
6699,255,119,0,374
6700,255,27,0,282
6701,246,0,0,246
6702,236,0,0,236
6703,242,0,0,242
6704,227,0,0,227
6705,255,28,0,283
6706,204,0,0,204
6707,255,33,0,288
6708,242,0,0,242
6709,235,0,0,235
6710,255,25,0,280
6711,255,40,0,295
6712,255,66,0,321
6713,255,60,0,315
6714,255,20,0,275
6715,244,0,0,244
6716,243,0,0,243
6717,244,0,0,244
6718,255,1,0,256
6719,255,14,0,269
6720,215,0,0,215
6721,255,23,0,278
6722,251,0,0,251
6723,230,0,0,230
6724,195,0,0,195
6725,255,14,0,269
6726,188,0,0,188
6727,212,0,0,212
6728,249,0,0,249
6729,224,0,0,224
6730,255,42,0,297
6731,255,14,0,269
6732,200,0,0,200
6733,255,2,0,257
6734,221,0,0,221
6735,208,0,0,208
6736,206,0,0,206
6737,232,0,0,232
6738,217,0,0,217
6739,246,0,0,246
6740,255,28,0,283
6741,252,0,0,252
6742,254,0,0,254
6743,255,5,0,260
6744,232,0,0,232
6745,246,0,0,246
6746,235,0,0,235
6747,255,41,0,296
6748,213,0,0,213
6749,228,0,0,228
6750,255,5,0,260
6751,244,0,0,244
6752,255,28,0,283
6753,246,0,0,246
6754,255,6,0,261
6755,255,31,0,286
6756,255,44,0,299
6757,243,0,0,243
6758,255,29,0,284
6759,250,0,0,250
6760,227,0,0,227
6761,255,94,0,349
6762,255,19,0,274
6763,200,0,0,200
6764,231,0,0,231
6765,255,30,0,285
6766,255,7,0,262
6767,255,141,0,396
6768,255,52,0,307
6769,255,65,0,320
6770,255,17,0,272
6771,255,18,0,273
6772,255,23,0,278
6773,255,10,0,265
6774,255,15,0,270
6775,255,49,0,304
6776,255,64,0,319
6777,255,30,0,285
6778,255,64,0,319
6779,255,1,0,256
6780,244,0,0,244
6781,255,21,0,276
6782,255,37,0,292
6783,255,76,0,331
6784,255,41,0,296
6785,255,69,0,324
6786,255,72,0,327
6787,255,30,0,285
6788,255,35,0,290
6789,255,189,0,444
6790,255,2,0,257
6791,255,25,0,280
6792,213,0,0,213
6793,138,0,0,138
6794,252,0,0,252
6795,255,48,0,303
6796,240,0,0,240
6797,255,69,0,324
6798,244,0,0,244
6799,231,0,0,231
6800,255,20,0,275
6801,255,55,0,310
6802,249,0,0,249
6803,180,0,0,180
6804,217,0,0,217
6805,195,0,0,195
6806,166,0,0,166
6807,204,0,0,204
6808,255,5,0,260
6809,255,5,0,260
6810,255,36,0,291
6811,255,11,0,266
6812,255,10,0,265
6813,227,0,0,227
6814,255,9,0,264
6815,255,6,0,261
6816,224,0,0,224
6817,200,0,0,200
6818,213,0,0,213
6819,255,40,0,295
6820,255,12,0,267
6821,239,0,0,239
6822,255,85,0,340
6823,213,0,0,213
6824,255,21,0,276
6825,255,20,0,275
6826,215,0,0,215
6827,154,0,0,154
6828,255,2,0,257
6829,191,0,0,191
6830,240,0,0,240
6831,221,0,0,221
6832,255,3,0,258
6833,255,20,0,275
6834,236,0,0,236
6835,125,0,0,125
6836,230,0,0,230
6837,255,25,0,280
6838,235,0,0,235
6839,255,5,0,260
6840,255,2,0,257
6841,235,0,0,235
6842,255,64,0,319
6843,200,0,0,200
6844,255,46,0,301
6845,255,30,0,285
6846,224,0,0,224
6847,255,0,0,255
6848,255,4,0,259
6849,255,14,0,269
6850,224,0,0,224
6851,232,0,0,232
6852,255,21,0,276
6853,200,0,0,200
6854,230,0,0,230
6855,255,6,0,261
6856,217,0,0,217
6857,224,0,0,224
6858,255,10,0,265
6859,255,15,0,270
6860,236,0,0,236
6861,234,0,0,234
6862,215,0,0,215
6863,198,0,0,198
6864,234,0,0,234
6865,236,0,0,236
6866,255,39,0,294
6867,255,24,0,279
6868,255,125,0,380
6869,255,75,0,330
6870,255,19,0,274
6871,255,44,0,299
6872,255,12,0,267
6873,235,0,0,235
6874,255,70,0,325
6875,255,5,0,260
6876,255,27,0,282
6877,255,28,0,283
6878,255,38,0,293
6879,255,22,0,277
6880,250,0,0,250
6881,255,12,0,267
6882,255,21,0,276
6883,244,0,0,244
6884,255,17,0,272
6885,255,19,0,274
6886,255,63,0,318
6887,255,12,0,267
6888,255,33,0,288
6889,255,18,0,273
6890,255,51,0,306
6891,255,28,0,283
6892,249,0,0,249
6893,224,0,0,224
6894,255,6,0,261
6895,255,68,0,323
6896,231,0,0,231
6897,251,0,0,251
6898,255,22,0,277
6899,255,0,0,255
6900,255,78,0,333
6901,255,24,0,279
6902,239,0,0,239
6903,253,0,0,253
6904,227,0,0,227
6905,218,0,0,218
6906,195,0,0,195
6907,255,22,0,277
6908,250,0,0,250
6909,255,30,0,285
6910,255,14,0,269
6911,255,53,0,308
6912,255,57,0,312
6913,255,35,0,290
6914,255,42,0,297
6915,255,22,0,277
6916,242,0,0,242
6917,255,0,0,255
6918,255,33,0,288
6919,231,0,0,231
6920,255,48,0,303
6921,255,6,0,261
6922,255,12,0,267
6923,255,18,0,273
6924,235,0,0,235
6925,255,13,0,268
6926,255,2,0,257
6927,220,0,0,220
6928,255,7,0,262
6929,218,0,0,218
6930,255,2,0,257
6931,238,0,0,238
6932,255,8,0,263
6933,255,6,0,261
6934,255,3,0,258
6935,217,0,0,217
6936,249,0,0,249
6937,217,0,0,217
6938,245,0,0,245
6939,226,0,0,226
6940,228,0,0,228
6941,254,0,0,254
6942,255,109,0,364
6943,239,0,0,239
6944,255,2,0,257
6945,245,0,0,245
6946,255,38,0,293
6947,230,0,0,230
6948,255,1,0,256
6949,221,0,0,221
6950,248,0,0,248
6951,255,6,0,261
6952,239,0,0,239
6953,237,0,0,237
6954,255,55,0,310
6955,255,39,0,294
6956,242,0,0,242
6957,240,0,0,240
6958,255,19,0,274
6959,255,14,0,269
6960,255,3,0,258
6961,249,0,0,249
6962,255,0,0,255
6963,255,63,0,318
6964,227,0,0,227
6965,255,18,0,273
6966,255,34,0,289
6967,255,26,0,281
6968,255,54,0,309
6969,255,255,75,585
6970,255,56,0,311
6971,255,48,0,303
6972,255,50,0,305
6973,255,2,0,257
6974,255,30,0,285
6975,250,0,0,250
6976,255,40,0,295
6977,255,94,0,349
6978,255,66,0,321
6979,255,21,0,276
6980,255,31,0,286
6981,255,32,0,287
6982,250,0,0,250
6983,255,6,0,261
6984,255,46,0,301
6985,255,25,0,280
6986,237,0,0,237
6987,255,69,0,324
6988,255,88,0,343
6989,255,58,0,313
6990,255,4,0,259
6991,255,20,0,275
6992,255,10,0,265
6993,235,0,0,235
6994,180,0,0,180
6995,255,0,0,255
6996,255,156,0,411
6997,255,16,0,271
6998,255,6,0,261
6999,255,48,0,303
7000,255,126,0,381
7001,255,88,0,343
7002,255,67,0,322
7003,255,35,0,290
7004,255,68,0,323
7005,255,39,0,294
7006,255,18,0,273
7007,255,127,0,382
7008,255,12,0,267
7009,240,0,0,240
7010,255,44,0,299
7011,255,84,0,339
7012,255,32,0,287
7013,255,22,0,277
7014,255,6,0,261
7015,255,18,0,273
7016,250,0,0,250
7017,255,44,0,299
7018,255,53,0,308
7019,242,0,0,242
7020,255,34,0,289
7021,255,54,0,309
7022,255,56,0,311
7023,255,68,0,323
7024,255,31,0,286
7025,255,19,0,274
7026,227,0,0,227
7027,255,16,0,271
7028,254,0,0,254
7029,255,6,0,261
7030,255,5,0,260
7031,254,0,0,254
7032,224,0,0,224
7033,255,35,0,290
7034,255,2,0,257
7035,243,0,0,243
7036,177,0,0,177
7037,213,0,0,213
7038,218,0,0,218
7039,249,0,0,249
7040,243,0,0,243
7041,206,0,0,206
7042,255,29,0,284
7043,217,0,0,217
7044,252,0,0,252
7045,255,19,0,274
7046,218,0,0,218
7047,255,19,0,274
7048,246,0,0,246
7049,224,0,0,224
7050,255,46,0,301
7051,255,29,0,284
7052,202,0,0,202
7053,239,0,0,239
7054,227,0,0,227
7055,255,0,0,255
7056,198,0,0,198
7057,255,22,0,277
7058,255,11,0,266
7059,208,0,0,208
7060,245,0,0,245
7061,195,0,0,195
7062,253,0,0,253
7063,158,0,0,158
7064,215,0,0,215
7065,170,0,0,170
7066,237,0,0,237
7067,255,12,0,267
7068,255,47,0,302
7069,255,5,0,260
7070,255,155,0,410
7071,255,34,0,289
7072,255,15,0,270
7073,255,6,0,261
7074,254,0,0,254
7075,255,8,0,263
7076,250,0,0,250
7077,255,85,0,340
7078,255,6,0,261
7079,249,0,0,249
7080,255,51,0,306
7081,243,0,0,243
7082,255,20,0,275
7083,238,0,0,238
7084,221,0,0,221
7085,232,0,0,232
7086,255,10,0,265
7087,247,0,0,247
7088,255,14,0,269
7089,255,44,0,299
7090,255,50,0,305
7091,188,0,0,188
7092,254,0,0,254
7093,255,45,0,300
7094,195,0,0,195
7095,255,61,0,316
7096,255,6,0,261
7097,221,0,0,221
7098,255,6,0,261
7099,239,0,0,239
7100,255,79,0,334
7101,255,62,0,317
7102,255,74,0,329
7103,255,90,0,345
7104,255,33,0,288
7105,246,0,0,246
7106,242,0,0,242
7107,255,0,0,255
7108,237,0,0,237
7109,255,21,0,276
7110,255,65,0,320
7111,255,73,0,328
7112,255,49,0,304
7113,255,29,0,284
7114,255,43,0,298
7115,255,21,0,276
7116,255,48,0,303
7117,255,98,0,353
7118,255,15,0,270
7119,255,10,0,265
7120,255,36,0,291
7121,255,28,0,283
7122,255,12,0,267
7123,255,98,0,353
7124,244,0,0,244
7125,255,11,0,266
7126,255,4,0,259
7127,255,24,0,279
7128,255,24,0,279
7129,255,29,0,284
7130,255,38,0,293
7131,255,26,0,281
7132,255,20,0,275
7133,255,15,0,270
7134,250,0,0,250
7135,255,2,0,257
7136,228,0,0,228
7137,255,52,0,307
7138,255,25,0,280
7139,255,31,0,286
7140,255,41,0,296
7141,223,0,0,223
7142,255,52,0,307
7143,255,2,0,257
7144,255,27,0,282
7145,255,19,0,274
7146,255,2,0,257
7147,255,30,0,285
7148,220,0,0,220
7149,200,0,0,200
7150,255,70,0,325
7151,255,58,0,313
7152,255,41,0,296
7153,246,0,0,246
7154,255,12,0,267
7155,255,29,0,284
7156,255,2,0,257
7157,255,29,0,284
7158,255,12,0,267
7159,255,6,0,261
7160,255,0,0,255
7161,255,8,0,263
7162,255,48,0,303
7163,255,12,0,267
7164,255,19,0,274
7165,239,0,0,239
7166,255,6,0,261
7167,227,0,0,227
7168,250,0,0,250
7169,223,0,0,223
7170,255,8,0,263
7171,255,118,0,373
7172,255,62,0,317
7173,255,39,0,294
7174,255,29,0,284
7175,255,32,0,287
7176,255,28,0,283
7177,255,57,0,312
7178,255,17,0,272
7179,255,96,0,351
7180,254,0,0,254
7181,252,0,0,252
7182,240,0,0,240
7183,255,29,0,284
7184,248,0,0,248
7185,255,38,0,293
7186,235,0,0,235
7187,232,0,0,232
7188,255,58,0,313
7189,255,50,0,305
7190,255,45,0,300
7191,249,0,0,249
7192,228,0,0,228
7193,251,0,0,251
7194,208,0,0,208
7195,255,3,0,258
7196,208,0,0,208
7197,255,9,0,264
7198,255,73,0,328
7199,255,13,0,268
7200,255,84,0,339
7201,255,37,0,292
7202,255,82,0,337
7203,240,0,0,240
7204,255,4,0,259
7205,255,22,0,277
7206,255,9,0,264
7207,255,24,0,279
7208,255,15,0,270
7209,235,0,0,235
7210,255,77,0,332
7211,255,62,0,317
7212,255,18,0,273
7213,255,16,0,271
7214,255,45,0,300
7215,249,0,0,249
7216,249,0,0,249
7217,255,7,0,262
7218,231,0,0,231
7219,255,25,0,280
7220,255,18,0,273
7221,255,41,0,296
7222,255,12,0,267
7223,255,3,0,258
7224,255,2,0,257
7225,255,4,0,259
7226,255,22,0,277
7227,255,78,0,333
7228,255,16,0,271
7229,255,4,0,259
7230,254,0,0,254
7231,255,9,0,264
7232,255,19,0,274
7233,255,4,0,259
7234,255,18,0,273
7235,255,48,0,303
7236,239,0,0,239
7237,255,12,0,267
7238,235,0,0,235
7239,255,21,0,276
7240,255,12,0,267
7241,240,0,0,240
7242,240,0,0,240
7243,250,0,0,250
7244,255,23,0,278
7245,255,66,0,321
7246,246,0,0,246
7247,255,2,0,257
7248,255,14,0,269
7249,244,0,0,244
7250,255,50,0,305
7251,255,0,0,255
7252,255,46,0,301
7253,255,3,0,258
7254,255,3,0,258
7255,243,0,0,243
7256,255,78,0,333
7257,255,18,0,273
7258,255,9,0,264
7259,255,12,0,267
7260,255,61,0,316
7261,247,0,0,247
7262,255,28,0,283
7263,255,22,0,277
7264,255,2,0,257
7265,255,32,0,287
7266,255,35,0,290
7267,251,0,0,251
7268,255,4,0,259
7269,255,20,0,275
7270,255,2,0,257
7271,255,15,0,270
7272,255,156,0,411
7273,255,42,0,297
7274,255,47,0,302
7275,255,24,0,279
7276,255,30,0,285
7277,255,80,0,335
7278,255,9,0,264
7279,255,16,0,271
7280,255,19,0,274
7281,255,1,0,256
7282,255,19,0,274
7283,255,43,0,298
7284,247,0,0,247
7285,255,45,0,300
7286,236,0,0,236
7287,255,18,0,273
7288,255,30,0,285
7289,255,11,0,266
7290,255,18,0,273
7291,250,0,0,250
7292,255,6,0,261
7293,232,0,0,232
7294,249,0,0,249
7295,242,0,0,242
7296,255,16,0,271
7297,251,0,0,251
7298,255,25,0,280
7299,254,0,0,254
