pin,r,g,b,total
4883,255,9,0,264
4884,255,101,0,356
4885,255,11,0,266
4886,255,25,0,280
4887,255,27,0,282
4888,255,34,0,289
4889,255,4,0,259
4890,255,6,0,261
4891,255,35,0,290
4892,242,0,0,242
4893,255,22,0,277
4894,234,0,0,234
4895,255,19,0,274
4896,255,7,0,262
4897,237,0,0,237
4898,250,0,0,250
4899,247,0,0,247
4900,255,26,0,281
4901,255,59,0,314
4902,255,13,0,268
4903,253,0,0,253
4904,204,0,0,204
4905,198,0,0,198
4906,249,0,0,249
4907,239,0,0,239
4908,255,8,0,263
4909,255,36,0,291
4910,255,16,0,271
4911,255,46,0,301
4912,255,6,0,261
4913,255,22,0,277
4914,255,5,0,260
4915,255,2,0,257
4916,255,22,0,277
4917,246,0,0,246
4918,255,16,0,271
4919,255,13,0,268
4920,243,0,0,243
4921,255,16,0,271
4922,249,0,0,249
4923,255,29,0,284
4924,255,12,0,267
4925,255,1,0,256
4926,231,0,0,231
4927,220,0,0,220
4928,215,0,0,215
4929,235,0,0,235
4930,218,0,0,218
4931,237,0,0,237
4932,255,55,0,310
4933,238,0,0,238
4934,185,0,0,185
4935,237,0,0,237
4936,255,40,0,295
4937,255,21,0,276
4938,239,0,0,239
4939,255,21,0,276
4940,195,0,0,195
4941,255,27,0,282
4942,254,0,0,254
4943,230,0,0,230
4944,239,0,0,239
4945,231,0,0,231
4946,249,0,0,249
4947,255,1,0,256
4948,246,0,0,246
4949,255,132,0,387
4950,255,35,0,290
4951,255,34,0,289
4952,255,4,0,259
4953,255,1,0,256
4954,255,7,0,262
4955,251,0,0,251
4956,249,0,0,249
4957,255,31,0,286
4958,255,18,0,273
4959,255,39,0,294
4960,255,4,0,259
4961,252,0,0,252
4962,208,0,0,208
4963,221,0,0,221
4964,255,5,0,260
4965,226,0,0,226
4966,255,12,0,267
4967,255,57,0,312
4968,230,0,0,230
4969,255,12,0,267
4970,220,0,0,220
4971,255,2,0,257
4972,255,40,0,295
4973,255,30,0,285
4974,255,11,0,266
4975,243,0,0,243
4976,255,3,0,258
4977,255,30,0,285
4978,240,0,0,240
4979,255,40,0,295
4980,255,9,0,264
4981,238,0,0,238
4982,255,31,0,286
4983,255,18,0,273
4984,248,0,0,248
4985,250,0,0,250
4986,227,0,0,227
4987,255,31,0,286
4988,255,1,0,256
4989,255,111,0,366
4990,239,0,0,239
4991,255,39,0,294
4992,255,1,0,256
4993,235,0,0,235
4994,255,54,0,309
4995,245,0,0,245
4996,221,0,0,221
4997,255,18,0,273
4998,252,0,0,252
4999,255,16,0,271
5000,255,180,0,435
5001,255,120,0,375
5002,255,48,0,303
5003,255,28,0,283
5004,255,86,0,341
5005,255,87,0,342
5006,255,18,0,273
5007,255,50,0,305
5008,255,26,0,281
5009,254,0,0,254
5010,255,80,0,335
5011,255,77,0,332
5012,255,39,0,294
5013,255,103,0,358
5014,255,46,0,301
5015,255,41,0,296
5016,250,0,0,250
5017,255,49,0,304
5018,255,26,0,281
5019,255,41,0,296
5020,255,70,0,325
5021,255,54,0,309
5022,255,52,0,307
5023,255,22,0,277
5024,255,61,0,316
5025,255,53,0,308
5026,255,17,0,272
5027,255,37,0,292
5028,255,61,0,316
5029,255,20,0,275
5030,255,29,0,284
5031,255,25,0,280
5032,255,47,0,302
5033,255,45,0,300
5034,255,22,0,277
5035,237,0,0,237
5036,227,0,0,227
5037,255,6,0,261
5038,255,32,0,287
5039,228,0,0,228
5040,255,36,0,291
5041,255,32,0,287
5042,255,30,0,285
5043,255,17,0,272
5044,255,28,0,283
5045,255,27,0,282
5046,255,10,0,265
5047,243,0,0,243
5048,255,4,0,259
5049,255,12,0,267
5050,255,198,0,453
5051,255,63,0,318
5052,255,58,0,313
5053,255,27,0,282
5054,255,16,0,271
5055,255,58,0,313
5056,255,22,0,277
5057,244,0,0,244
5058,255,19,0,274
5059,255,11,0,266
5060,255,65,0,320
5061,236,0,0,236
5062,236,0,0,236
5063,247,0,0,247
5064,255,41,0,296
5065,251,0,0,251
5066,234,0,0,234
5067,234,0,0,234
5068,220,0,0,220
5069,254,0,0,254
5070,255,92,0,347
5071,255,14,0,269
5072,255,1,0,256
5073,210,0,0,210
5074,255,36,0,291
5075,255,6,0,261
5076,227,0,0,227
5077,255,36,0,291
5078,255,4,0,259
5079,255,12,0,267
5080,255,45,0,300
5081,253,0,0,253
5082,255,35,0,290
5083,248,0,0,248
5084,226,0,0,226
5085,255,18,0,273
5086,215,0,0,215
5087,255,19,0,274
5088,255,40,0,295
5089,255,39,0,294
5090,255,39,0,294
5091,255,33,0,288
5092,240,0,0,240
5093,226,0,0,226
5094,221,0,0,221
5095,248,0,0,248
5096,242,0,0,242
5097,212,0,0,212
5098,244,0,0,244
5099,218,0,0,218
5100,255,52,0,307
5101,255,34,0,289
5102,255,49,0,304
5103,255,48,0,303
5104,255,75,0,330
5105,255,86,0,341
5106,255,12,0,267
5107,255,35,0,290
5108,255,44,0,299
5109,251,0,0,251
5110,255,50,0,305
5111,255,58,0,313
5112,255,107,0,362
5113,255,28,0,283
5114,255,31,0,286
5115,255,100,0,355
5116,255,61,0,316
5117,255,59,0,314
5118,255,26,0,281
5119,255,1,0,256
5120,255,65,0,320
5121,255,78,0,333
5122,255,24,0,279
5123,255,113,0,368
5124,255,58,0,313
5125,255,38,0,293
5126,255,54,0,309
5127,255,10,0,265
5128,248,0,0,248
5129,255,117,0,372
5130,255,45,0,300
5131,255,14,0,269
5132,255,42,0,297
5133,255,60,0,315
5134,255,18,0,273
5135,255,34,0,289
5136,250,0,0,250
5137,242,0,0,242
5138,255,30,0,285
5139,255,21,0,276
5140,255,34,0,289
5141,255,44,0,299
5142,255,27,0,282
5143,255,30,0,285
5144,255,48,0,303
5145,255,21,0,276
5146,227,0,0,227
5147,255,36,0,291
5148,252,0,0,252
5149,255,24,0,279
5150,255,252,0,507
5151,255,155,0,410
5152,255,68,0,323
5153,255,83,0,338
5154,255,68,0,323
5155,255,75,0,330
5156,255,51,0,306
5157,255,52,0,307
5158,255,25,0,280
5159,255,14,0,269
5160,255,71,0,326
5161,255,9,0,264
5162,255,55,0,310
5163,255,14,0,269
5164,255,39,0,294
5165,255,55,0,310
5166,255,22,0,277
5167,255,6,0,261
5168,255,82,0,337
5169,255,77,0,332
5170,255,14,0,269
5171,255,43,0,298
5172,255,31,0,286
5173,255,7,0,262
5174,255,33,0,288
5175,255,21,0,276
5176,255,16,0,271
5177,255,75,0,330
5178,244,0,0,244
5179,251,0,0,251
5180,255,44,0,299
5181,255,18,0,273
5182,255,16,0,271
5183,255,2,0,257
5184,255,30,0,285
5185,244,0,0,244
5186,246,0,0,246
5187,255,10,0,265
5188,255,42,0,297
5189,255,29,0,284
5190,255,4,0,259
5191,255,47,0,302
5192,238,0,0,238
5193,255,79,0,334
5194,195,0,0,195
5195,226,0,0,226
5196,218,0,0,218
5197,247,0,0,247
5198,255,7,0,262
5199,255,26,0,281
5200,255,89,0,344
5201,255,41,0,296
5202,255,69,0,324
5203,255,29,0,284
5204,255,46,0,301
5205,255,36,0,291
5206,249,0,0,249
5207,255,1,0,256
5208,255,14,0,269
5209,223,0,0,223
5210,255,77,0,332
5211,255,74,0,329
5212,255,95,0,350
5213,255,72,0,327
5214,255,44,0,299
5215,255,23,0,278
5216,255,36,0,291
5217,255,45,0,300
5218,255,30,0,285
5219,255,19,0,274
5220,255,42,0,297
5221,255,89,0,344
5222,255,70,0,325
5223,255,73,0,328
5224,255,34,0,289
5225,255,117,0,372
5226,255,35,0,290
5227,255,36,0,291
5228,255,31,0,286
5229,255,32,0,287
5230,255,57,0,312
5231,255,49,0,304
5232,255,76,0,331
5233,255,98,0,353
5234,255,53,0,308
5235,255,51,0,306
5236,255,74,0,329
5237,255,27,0,282
5238,254,0,0,254
5239,255,35,0,290
5240,255,35,0,290
5241,255,44,0,299
5242,255,61,0,316
5243,255,24,0,279
5244,255,28,0,283
5245,255,68,0,323
5246,255,89,0,344
5247,255,26,0,281
5248,255,69,0,324
5249,255,2,0,257
5250,255,68,0,323
5251,255,69,0,324
5252,255,203,0,458
5253,255,74,0,329
5254,255,78,0,333
5255,255,69,0,324
5256,255,48,0,303
5257,255,70,0,325
5258,255,34,0,289
5259,255,44,0,299
5260,255,16,0,271
5261,255,24,0,279
5262,255,51,0,306
5263,255,89,0,344
5264,255,28,0,283
5265,255,15,0,270
5266,255,31,0,286
5267,255,2,0,257
5268,255,50,0,305
5269,255,41,0,296
5270,255,71,0,326
5271,255,35,0,290
5272,255,39,0,294
5273,252,0,0,252
5274,247,0,0,247
5275,255,19,0,274
5276,255,43,0,298
5277,255,41,0,296
5278,255,0,0,255
5279,255,40,0,295
5280,255,66,0,321
5281,255,13,0,268
5282,255,56,0,311
5283,255,31,0,286
5284,255,50,0,305
5285,255,43,0,298
5286,250,0,0,250
5287,255,0,0,255
5288,255,41,0,296
5289,255,24,0,279
5290,255,12,0,267
5291,255,54,0,309
5292,255,40,0,295
5293,255,34,0,289
5294,255,26,0,281
5295,255,30,0,285
5296,250,0,0,250
5297,255,21,0,276
5298,255,28,0,283
5299,255,14,0,269
5300,255,41,0,296
5301,255,22,0,277
5302,249,0,0,249
5303,255,2,0,257
5304,255,55,0,310
5305,255,18,0,273
5306,255,67,0,322
5307,255,25,0,280
5308,255,72,0,327
5309,255,14,0,269
5310,255,61,0,316
5311,255,46,0,301
5312,255,60,0,315
5313,255,5,0,260
5314,255,22,0,277
5315,255,65,0,320
5316,255,16,0,271
5317,255,23,0,278
5318,255,41,0,296
5319,235,0,0,235
5320,255,35,0,290
5321,255,69,0,324
5322,255,29,0,284
5323,255,19,0,274
5324,255,34,0,289
5325,255,80,0,335
5326,255,41,0,296
5327,244,0,0,244
5328,220,0,0,220
5329,255,11,0,266
5330,255,56,0,311
5331,255,45,0,300
5332,255,10,0,265
5333,255,84,0,339
5334,255,14,0,269
5335,255,64,0,319
5336,230,0,0,230
5337,255,55,0,310
5338,240,0,0,240
5339,230,0,0,230
5340,247,0,0,247
5341,255,10,0,265
5342,255,42,0,297
5343,255,6,0,261
5344,255,32,0,287
5345,255,21,0,276
5346,255,40,0,295
5347,255,36,0,291
5348,255,50,0,305
5349,235,0,0,235
5350,255,10,0,265
5351,255,40,0,295
5352,255,28,0,283
5353,255,132,0,387
5354,255,95,0,350
5355,255,55,0,310
5356,255,44,0,299
5357,255,26,0,281
5358,255,38,0,293
5359,255,18,0,273
5360,255,25,0,280
5361,235,0,0,235
5362,255,77,0,332
5363,255,36,0,291
5364,255,2,0,257
5365,231,0,0,231
5366,255,73,0,328
5367,250,0,0,250
5368,255,9,0,264
5369,255,15,0,270
5370,255,14,0,269
5371,255,3,0,258
5372,255,16,0,271
5373,218,0,0,218
5374,237,0,0,237
5375,255,83,0,338
5376,215,0,0,215
5377,255,54,0,309
5378,255,26,0,281
5379,255,21,0,276
5380,250,0,0,250
5381,255,12,0,267
5382,249,0,0,249
5383,252,0,0,252
5384,255,29,0,284
5385,238,0,0,238
5386,255,56,0,311
5387,255,19,0,274
5388,255,14,0,269
5389,218,0,0,218
5390,255,35,0,290
5391,255,21,0,276
5392,255,28,0,283
5393,224,0,0,224
5394,227,0,0,227
5395,242,0,0,242
5396,235,0,0,235
5397,255,25,0,280
5398,224,0,0,224
5399,250,0,0,250
5400,255,73,0,328
5401,255,31,0,286
5402,255,22,0,277
5403,250,0,0,250
5404,255,76,0,331
5405,248,0,0,248
5406,227,0,0,227
5407,255,28,0,283
5408,255,44,0,299
5409,255,8,0,263
5410,255,81,0,336
5411,255,56,0,311
5412,255,93,0,348
5413,255,51,0,306
5414,255,32,0,287
5415,255,51,0,306
5416,255,38,0,293
5417,255,82,0,337
5418,255,47,0,302
5419,255,49,0,304
5420,255,86,0,341
5421,255,88,0,343
5422,255,21,0,276
5423,255,90,0,345
5424,255,97,0,352
5425,255,208,0,463
5426,255,43,0,298
5427,255,13,0,268
5428,255,30,0,285
5429,250,0,0,250
5430,255,9,0,264
5431,255,46,0,301
5432,255,118,0,373
5433,255,78,0,333
5434,255,34,0,289
5435,255,38,0,293
5436,255,17,0,272
5437,255,21,0,276
5438,255,57,0,312
5439,255,35,0,290
5440,255,50,0,305
5441,255,49,0,304
5442,255,19,0,274
5443,255,6,0,261
5444,255,37,0,292
5445,255,69,0,324
5446,255,32,0,287
5447,255,18,0,273
5448,255,2,0,257
5449,255,2,0,257
5450,255,19,0,274
5451,255,55,0,310
5452,255,30,0,285
5453,255,21,0,276
5454,255,179,0,434
5455,255,89,0,344
5456,255,100,0,355
5457,255,29,0,284
5458,255,69,0,324
5459,255,29,0,284
5460,255,26,0,281
5461,255,50,0,305
5462,255,45,0,300
5463,255,58,0,313
5464,255,66,0,321
5465,255,62,0,317
5466,255,56,0,311
5467,255,42,0,297
5468,255,44,0,299
5469,255,24,0,279
5470,255,18,0,273
5471,255,31,0,286
5472,255,48,0,303
5473,255,3,0,258
5474,255,29,0,284
5475,255,38,0,293
5476,255,36,0,291
5477,255,72,0,327
5478,255,65,0,320
5479,255,16,0,271
5480,250,0,0,250
5481,255,42,0,297
5482,255,19,0,274
5483,255,14,0,269
5484,255,22,0,277
5485,255,35,0,290
5486,255,72,0,327
5487,255,33,0,288
5488,255,74,0,329
5489,255,30,0,285
5490,255,0,0,255
5491,255,25,0,280
5492,255,19,0,274
5493,251,0,0,251
5494,255,70,0,325
5495,238,0,0,238
5496,255,17,0,272
5497,220,0,0,220
5498,255,25,0,280
5499,255,5,0,260
5500,255,78,0,333
5501,255,40,0,295
5502,255,20,0,275
5503,255,79,0,334
5504,255,61,0,316
5505,255,34,0,289
5506,255,32,0,287
5507,255,51,0,306
5508,250,0,0,250
5509,255,17,0,272
5510,255,55,0,310
5511,255,85,0,340
5512,255,67,0,322
5513,255,55,0,310
5514,255,56,0,311
5515,255,37,0,292
5516,255,21,0,276
5517,255,46,0,301
5518,255,10,0,265
5519,255,18,0,273
5520,255,40,0,295
5521,255,60,0,315
5522,255,92,0,347
5523,255,82,0,337
5524,255,25,0,280
5525,255,126,0,381
5526,255,31,0,286
5527,255,4,0,259
5528,255,63,0,318
5529,255,23,0,278
5530,255,10,0,265
5531,255,28,0,283
5532,255,5,0,260
5533,255,88,0,343
5534,255,31,0,286
5535,255,59,0,314
5536,255,42,0,297
5537,249,0,0,249
5538,227,0,0,227
5539,255,18,0,273
5540,251,0,0,251
5541,255,24,0,279
5542,255,31,0,286
5543,255,54,0,309
5544,255,99,0,354
5545,255,68,0,323
5546,255,68,0,323
5547,255,8,0,263
5548,255,70,0,325
5549,210,0,0,210
5550,255,24,0,279
5551,255,59,0,314
5552,255,41,0,296
5553,255,44,0,299
5554,255,59,0,314
5555,255,255,60,570
5556,255,73,0,328
5557,255,53,0,308
5558,255,44,0,299
5559,255,38,0,293
5560,255,47,0,302
5561,255,24,0,279
5562,255,43,0,298
5563,255,57,0,312
5564,255,56,0,311
5565,255,72,0,327
5566,255,133,0,388
5567,255,66,0,321
5568,255,31,0,286
5569,255,44,0,299
5570,255,27,0,282
5571,255,19,0,274
5572,255,35,0,290
5573,255,9,0,264
5574,255,88,0,343
5575,255,76,0,331
5576,255,47,0,302
5577,255,107,0,362
5578,255,50,0,305
5579,255,51,0,306
5580,255,40,0,295
5581,255,23,0,278
5582,255,22,0,277
5583,250,0,0,250
5584,255,39,0,294
5585,255,63,0,318
5586,255,54,0,309
5587,255,41,0,296
5588,255,137,0,392
5589,255,34,0,289
5590,255,42,0,297
5591,255,39,0,294
5592,255,19,0,274
5593,255,48,0,303
5594,250,0,0,250
5595,255,57,0,312
5596,255,16,0,271
5597,253,0,0,253
5598,255,38,0,293
5599,255,62,0,317
5600,255,68,0,323
5601,255,17,0,272
5602,255,48,0,303
5603,255,52,0,307
5604,255,18,0,273
5605,253,0,0,253
5606,255,42,0,297
5607,246,0,0,246
5608,244,0,0,244
5609,255,9,0,264
5610,255,48,0,303
5611,255,25,0,280
5612,255,64,0,319
5613,255,19,0,274
5614,255,22,0,277
5615,255,14,0,269
5616,255,31,0,286
5617,255,18,0,273
5618,255,29,0,284
5619,255,15,0,270
5620,255,33,0,288
5621,255,67,0,322
5622,255,34,0,289
5623,255,89,0,344
5624,255,51,0,306
5625,255,73,0,328
5626,255,37,0,292
5627,234,0,0,234
5628,255,62,0,317
5629,255,40,0,295
5630,255,37,0,292
5631,250,0,0,250
5632,255,48,0,303
5633,255,48,0,303
5634,255,37,0,292
5635,255,50,0,305
5636,252,0,0,252
5637,255,15,0,270
5638,251,0,0,251
5639,255,52,0,307
5640,250,0,0,250
5641,255,44,0,299
5642,245,0,0,245
5643,255,32,0,287
5644,255,34,0,289
5645,255,55,0,310
5646,255,114,0,369
5647,255,38,0,293
5648,255,34,0,289
5649,250,0,0,250
5650,255,16,0,271
5651,255,27,0,282
5652,255,36,0,291
5653,254,0,0,254
5654,255,107,0,362
5655,255,46,0,301
5656,255,192,0,447
5657,255,64,0,319
5658,255,25,0,280
5659,255,17,0,272
5660,255,41,0,296
5661,255,33,0,288
5662,255,9,0,264
5663,255,21,0,276
5664,255,33,0,288
5665,255,117,0,372
5666,255,35,0,290
5667,255,45,0,300
5668,255,32,0,287
5669,255,50,0,305
5670,255,13,0,268
5671,255,21,0,276
5672,255,6,0,261
5673,255,68,0,323
5674,255,90,0,345
5675,255,35,0,290
5676,255,45,0,300
5677,255,95,0,350
5678,255,220,0,475
5679,255,39,0,294
5680,255,11,0,266
5681,255,27,0,282
5682,255,38,0,293
5683,255,157,0,412
5684,255,0,0,255
5685,247,0,0,247
5686,255,33,0,288
5687,255,74,0,329
5688,255,28,0,283
5689,255,95,0,350
5690,255,16,0,271
5691,255,21,0,276
5692,255,3,0,258
5693,255,70,0,325
5694,245,0,0,245
5695,254,0,0,254
5696,255,46,0,301
5697,255,33,0,288
5698,255,63,0,318
5699,255,0,0,255
5700,255,34,0,289
5701,255,4,0,259
5702,255,42,0,297
5703,243,0,0,243
5704,239,0,0,239
5705,246,0,0,246
5706,202,0,0,202
5707,232,0,0,232
5708,255,17,0,272
5709,255,22,0,277
5710,255,25,0,280
5711,255,67,0,322
5712,255,43,0,298
5713,255,62,0,317
5714,255,34,0,289
5715,255,63,0,318
5716,255,19,0,274
5717,255,0,0,255
5718,249,0,0,249
5719,255,6,0,261
5720,240,0,0,240
5721,251,0,0,251
5722,255,2,0,257
5723,255,23,0,278
5724,255,11,0,266
5725,237,0,0,237
5726,208,0,0,208
5727,255,17,0,272
5728,238,0,0,238
5729,213,0,0,213
5730,255,12,0,267
5731,238,0,0,238
5732,242,0,0,242
5733,255,30,0,285
5734,247,0,0,247
5735,255,57,0,312
5736,255,9,0,264
5737,245,0,0,245
5738,237,0,0,237
5739,239,0,0,239
5740,235,0,0,235
5741,255,6,0,261
5742,237,0,0,237
5743,230,0,0,230
5744,253,0,0,253
5745,239,0,0,239
5746,255,72,0,327
5747,255,38,0,293
5748,255,40,0,295
5749,213,0,0,213
5750,255,21,0,276
5751,250,0,0,250
5752,255,38,0,293
5753,255,7,0,262
5754,255,60,0,315
5755,255,30,0,285
5756,255,14,0,269
5757,255,147,0,402
5758,255,58,0,313
5759,255,43,0,298
5760,255,16,0,271
5761,255,25,0,280
5762,255,19,0,274
5763,255,84,0,339
5764,255,21,0,276
5765,255,44,0,299
5766,250,0,0,250
5767,255,14,0,269
5768,255,46,0,301
5769,255,37,0,292
5770,255,24,0,279
5771,255,39,0,294
5772,255,2,0,257
5773,254,0,0,254
5774,236,0,0,236
5775,255,50,0,305
5776,255,28,0,283
5777,255,54,0,309
5778,255,18,0,273
5779,255,9,0,264
5780,255,19,0,274
5781,255,51,0,306
5782,255,17,0,272
5783,255,19,0,274
5784,255,4,0,259
5785,255,24,0,279
5786,255,26,0,281
5787,255,34,0,289
5788,255,93,0,348
5789,255,66,0,321
5790,255,44,0,299
5791,255,57,0,312
5792,255,16,0,271
5793,230,0,0,230
5794,235,0,0,235
5795,243,0,0,243
5796,240,0,0,240
5797,255,12,0,267
5798,255,15,0,270
5799,255,18,0,273
5800,255,52,0,307
5801,255,18,0,273
5802,255,3,0,258
5803,246,0,0,246
5804,255,41,0,296
5805,255,11,0,266
5806,232,0,0,232
5807,255,0,0,255
5808,255,59,0,314
5809,255,61,0,316
5810,255,24,0,279
5811,255,38,0,293
5812,255,47,0,302
5813,255,2,0,257
5814,255,3,0,258
5815,255,1,0,256
5816,255,14,0,269
5817,208,0,0,208
5818,255,20,0,275
5819,255,33,0,288
5820,255,33,0,288
5821,255,37,0,292
5822,255,18,0,273
5823,255,21,0,276
5824,255,34,0,289
5825,255,72,0,327
5826,255,24,0,279
5827,255,27,0,282
5828,255,9,0,264
5829,255,26,0,281
5830,255,14,0,269
5831,255,14,0,269
5832,255,29,0,284
5833,255,26,0,281
5834,250,0,0,250
5835,238,0,0,238
5836,255,16,0,271
5837,238,0,0,238
5838,217,0,0,217
5839,255,14,0,269
5840,255,44,0,299
5841,255,61,0,316
5842,255,30,0,285
5843,255,32,0,287
5844,255,87,0,342
5845,255,0,0,255
5846,255,69,0,324
5847,255,41,0,296
5848,255,13,0,268
5849,255,9,0,264
5850,255,29,0,284
5851,255,9,0,264
5852,255,51,0,306
5853,255,1,0,256
5854,255,16,0,271
5855,255,11,0,266
5856,250,0,0,250
5857,255,31,0,286
5858,255,152,0,407
5859,255,44,0,299
5860,255,25,0,280
5861,255,87,0,342
5862,255,17,0,272
5863,255,18,0,273
5864,255,30,0,285
5865,255,17,0,272
5866,255,42,0,297
5867,255,8,0,263
5868,255,19,0,274
5869,255,60,0,315
5870,255,3,0,258
5871,237,0,0,237
5872,254,0,0,254
5873,242,0,0,242
5874,255,38,0,293
5875,255,10,0,265
5876,255,22,0,277
5877,255,23,0,278
5878,255,46,0,301
5879,255,57,0,312
5880,255,91,0,346
5881,255,100,0,355
5882,255,92,0,347
5883,255,2,0,257
5884,255,8,0,263
5885,255,74,0,329
5886,255,9,0,264
5887,255,27,0,282
5888,255,148,0,403
5889,255,15,0,270
5890,255,11,0,266
5891,255,38,0,293
5892,255,16,0,271
5893,254,0,0,254
5894,255,37,0,292
5895,255,43,0,298
5896,255,36,0,291
5897,255,18,0,273
5898,255,41,0,296
5899,255,31,0,286
5900,255,16,0,271
5901,255,25,0,280
5902,240,0,0,240
5903,231,0,0,231
5904,255,26,0,281
5905,231,0,0,231
5906,255,41,0,296
5907,255,4,0,259
5908,255,26,0,281
5909,238,0,0,238
5910,255,14,0,269
5911,255,31,0,286
5912,255,89,0,344
5913,255,31,0,286
5914,255,11,0,266
5915,249,0,0,249
5916,247,0,0,247
5917,254,0,0,254
5918,249,0,0,249
5919,234,0,0,234
5920,243,0,0,243
5921,232,0,0,232
5922,255,10,0,265
5923,250,0,0,250
5924,255,2,0,257
5925,232,0,0,232
5926,255,0,0,255
5927,255,21,0,276
5928,185,0,0,185
5929,223,0,0,223
5930,242,0,0,242
5931,255,26,0,281
5932,255,19,0,274
5933,228,0,0,228
5934,206,0,0,206
5935,210,0,0,210
5936,224,0,0,224
5937,255,30,0,285
5938,232,0,0,232
5939,234,0,0,234
5940,255,48,0,303
5941,255,4,0,259
5942,240,0,0,240
5943,255,0,0,255
5944,247,0,0,247
5945,255,4,0,259
5946,255,66,0,321
5947,226,0,0,226
5948,217,0,0,217
5949,237,0,0,237
5950,255,36,0,291
5951,255,6,0,261
5952,255,2,0,257
5953,255,32,0,287
5954,244,0,0,244
5955,255,33,0,288
5956,220,0,0,220
5957,255,69,0,324
5958,235,0,0,235
5959,255,136,0,391
5960,255,67,0,322
5961,255,11,0,266
5962,255,19,0,274
5963,255,86,0,341
5964,239,0,0,239
5965,255,2,0,257
5966,255,60,0,315
5967,255,73,0,328
5968,255,2,0,257
5969,255,58,0,313
5970,255,32,0,287
5971,255,5,0,260
5972,226,0,0,226
5973,246,0,0,246
5974,247,0,0,247
5975,255,3,0,258
5976,243,0,0,243
5977,255,26,0,281
5978,255,71,0,326
5979,251,0,0,251
5980,227,0,0,227
5981,255,5,0,260
5982,210,0,0,210
5983,255,38,0,293
5984,242,0,0,242
5985,255,32,0,287
5986,255,31,0,286
5987,255,16,0,271
5988,255,34,0,289
5989,255,36,0,291
5990,255,19,0,274
5991,255,2,0,257
5992,226,0,0,226
5993,228,0,0,228
5994,215,0,0,215
5995,255,37,0,292
5996,215,0,0,215
5997,237,0,0,237
5998,255,8,0,263
5999,255,22,0,277
6000,255,83,0,338
6001,255,46,0,301
6002,255,11,0,266
6003,255,4,0,259
6004,255,13,0,268
6005,242,0,0,242
6006,255,52,0,307
6007,255,31,0,286
6008,255,30,0,285
6009,255,18,0,273
6010,255,25,0,280
6011,255,26,0,281
6012,255,39,0,294
6013,226,0,0,226
6014,253,0,0,253
6015,255,36,0,291
6016,255,1,0,256
6017,255,85,0,340
6018,226,0,0,226
6019,246,0,0,246
6020,255,22,0,277
6021,255,34,0,289
6022,255,25,0,280
6023,255,48,0,303
6024,255,14,0,269
6025,255,18,0,273
6026,224,0,0,224
6027,255,17,0,272
6028,231,0,0,231
6029,255,34,0,289
6030,255,9,0,264
6031,255,27,0,282
6032,250,0,0,250
6033,255,40,0,295
6034,240,0,0,240
6035,255,21,0,276
6036,255,58,0,313
6037,249,0,0,249
6038,212,0,0,212
6039,177,0,0,177
6040,255,35,0,290
6041,220,0,0,220
6042,238,0,0,238
6043,230,0,0,230
6044,255,19,0,274
6045,246,0,0,246
6046,255,11,0,266
6047,230,0,0,230
6048,240,0,0,240
6049,230,0,0,230
6050,255,18,0,273
6051,240,0,0,240
6052,213,0,0,213
6053,213,0,0,213
6054,227,0,0,227
6055,223,0,0,223
6056,198,0,0,198
6057,230,0,0,230
6058,210,0,0,210
6059,191,0,0,191
6060,255,107,0,362
6061,255,45,0,300
6062,255,23,0,278
6063,247,0,0,247
6064,255,48,0,303
6065,239,0,0,239
6066,255,38,0,293
6067,255,4,0,259
6068,255,25,0,280
6069,255,46,0,301
6070,255,2,0,257
6071,206,0,0,206
6072,213,0,0,213
6073,200,0,0,200
6074,240,0,0,240
6075,226,0,0,226
6076,218,0,0,218
6077,227,0,0,227
6078,191,0,0,191
6079,195,0,0,195
6080,245,0,0,245
6081,237,0,0,237
6082,170,0,0,170
6083,255,8,0,263
6084,195,0,0,195
6085,217,0,0,217
6086,208,0,0,208
6087,228,0,0,228
6088,255,12,0,267
6089,224,0,0,224
6090,252,0,0,252
6091,228,0,0,228
6092,198,0,0,198
6093,158,0,0,158
6094,195,0,0,195
6095,185,0,0,185
6096,183,0,0,183
6097,188,0,0,188
6098,180,0,0,180
6099,255,38,0,293
6100,255,40,0,295
6101,255,38,0,293
6102,255,33,0,288
6103,236,0,0,236
6104,255,19,0,274
6105,255,2,0,257
6106,249,0,0,249
6107,255,8,0,263
6108,248,0,0,248
6109,255,57,0,312
6110,255,56,0,311
6111,255,57,0,312
6112,255,74,0,329
6113,255,22,0,277
6114,255,16,0,271
6115,255,32,0,287
6116,255,45,0,300
6117,255,2,0,257
6118,255,9,0,264
6119,255,23,0,278
6120,255,51,0,306
6121,248,0,0,248
6122,255,40,0,295
6123,255,69,0,324
6124,255,5,0,260
6125,255,90,0,345
6126,255,53,0,308
6127,244,0,0,244
6128,255,25,0,280
6129,255,11,0,266
6130,255,13,0,268
6131,231,0,0,231
6132,252,0,0,252
6133,255,24,0,279
6134,255,16,0,271
6135,255,0,0,255
6136,255,3,0,258
6137,215,0,0,215
6138,221,0,0,221
6139,212,0,0,212
6140,230,0,0,230
6141,244,0,0,244
6142,223,0,0,223
6143,255,9,0,264
6144,255,6,0,261
6145,255,46,0,301
6146,255,1,0,256
6147,255,11,0,266
6148,255,7,0,262
6149,245,0,0,245
6150,255,34,0,289
6151,247,0,0,247
6152,244,0,0,244
6153,255,2,0,257
